3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,4,151,151,151,151,151,151,151,151,151
152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,53,152,152,152,152,152,152,152,152,152
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
151,151,151,151,151,151,151,151,151,151,151,151,5,9,151,15,151,20,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151
151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,6,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151
151,151,151,151,151,151,151,151,151,151,7,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151
151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,8,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151
151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,23,151,151,151,151,151,151,151,151,151
151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,10,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151
151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,11,151,151,151,151,151,151,151,151,151,151,151,151,151
151,151,151,151,151,151,151,151,151,151,151,12,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151
151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,13,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151
151,151,151,151,151,151,151,151,151,151,151,151,151,151,14,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151
151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,23,151,151,151,151,151,151,151,151,151
151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,16,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151
151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,17,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151
151,151,151,151,151,151,151,151,151,151,18,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151
151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,19,151,151,151,151,151,151,151,151,151,151,151,151,151,151
151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,23,151,151,151,151,151,151,151,151,151
151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,21,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151
151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,22,151,151,151,151,151,151,151,151,151,151,151,151,151,151
151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,23,151,151,151,151,151,151,151,151,151
151,151,151,151,151,151,151,151,151,151,24,24,25,29,24,35,24,40,24,24,24,24,24,24,24,24,24,23,151,151,151,151,151,151,151,24,151
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,43,151,23,52,44,151,151,151,24,151
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,26,24,24,24,24,24,24,24,24,24,24,43,151,23,52,44,151,151,151,24,151
24,24,24,24,24,24,24,24,24,24,27,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,43,151,23,52,44,151,151,151,24,151
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,28,24,24,24,24,24,43,151,23,52,44,151,151,151,24,151
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,151,151,151,151,151,151,151,151,24,151
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,30,24,24,24,24,24,24,43,151,23,52,44,151,151,151,24,151
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,31,24,24,24,43,151,23,52,44,151,151,151,24,151
24,24,24,24,24,24,24,24,24,24,24,32,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,43,151,23,52,44,151,151,151,24,151
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,33,24,24,24,24,24,24,24,24,43,151,23,52,44,151,151,151,24,151
24,24,24,24,24,24,24,24,24,24,24,24,24,24,34,24,24,24,24,24,24,24,24,24,24,24,24,43,151,23,52,44,151,151,151,24,151
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,151,151,151,151,151,151,151,151,24,151
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,36,24,24,24,24,24,24,24,24,43,151,23,52,44,151,151,151,24,151
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,37,24,24,24,24,24,24,43,151,23,52,44,151,151,151,24,151
24,24,24,24,24,24,24,24,24,24,38,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,43,151,23,52,44,151,151,151,24,151
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,39,24,24,24,24,43,151,23,52,44,151,151,151,24,151
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,151,151,151,151,151,151,151,151,24,151
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,41,24,24,24,24,24,24,24,43,151,23,52,44,151,151,151,24,151
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,42,24,24,24,24,43,151,23,52,44,151,151,151,24,151
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,151,151,151,151,151,151,151,151,24,151
151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,43,151,23,52,44,151,151,151,151,151
45,45,45,45,45,45,45,45,45,45,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,45,151,151,151,151,49,151,151,151,151
45,45,45,45,45,45,45,45,45,45,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,46,47,23,52,151,151,151,151,151,151
151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,46,151,23,52,151,151,151,151,151,151
47,47,47,47,47,47,47,47,47,47,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151
47,47,47,47,47,47,47,47,47,47,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,46,151,23,52,151,151,151,151,151,151
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,151,50,50,50,50
151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,51,151,151,151,151
151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,51,151,23,52,151,151,151,151,151,151
151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,52,151,151,151,151,151,151,151,151,151
152,152,152,152,152,152,152,152,152,152,152,152,54,58,152,64,152,69,152,152,152,152,152,152,72,152,152,152,152,152,152,152,152,152,152,152,152
152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,55,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152
152,152,152,152,152,152,152,152,152,152,56,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152
152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152
152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,76,152,152,152,152,152,152,152,152,152
152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,59,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152
152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,60,152,152,152,152,152,152,152,152,152,152,152,152,152
152,152,152,152,152,152,152,152,152,152,152,61,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152
152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,62,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152
152,152,152,152,152,152,152,152,152,152,152,152,152,152,63,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152
152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,76,152,152,152,152,152,152,152,152,152
152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,65,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152
152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,66,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152
152,152,152,152,152,152,152,152,152,152,67,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152
152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,68,152,152,152,152,152,152,152,152,152,152,152,152,152,152
152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,76,152,152,152,152,152,152,152,152,152
152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,70,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152
152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,71,152,152,152,152,152,152,152,152,152,152,152,152,152,152
152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,76,152,152,152,152,152,152,152,152,152
152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,73,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152
152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,74,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152
